Local time,Open,High,Low,Close,Volume
02.05.2024 22:30:00.000 GMT+0100,2303.995,2303.995,2303.995,2303.995,0
02.05.2024 22:45:00.000 GMT+0100,2303.995,2303.995,2303.995,2303.995,0
02.05.2024 23:00:00.000 GMT+0100,2304.912,2305.775,2304.115,2305.515,100969.99999999996
02.05.2024 23:15:00.000 GMT+0100,2305.575,2306.005,2304.755,2304.975,45509.9996
02.05.2024 23:30:00.000 GMT+0100,2305.025,2305.075,2304.405,2304.585,85140.00020000001
02.05.2024 23:45:00.000 GMT+0100,2304.585,2305.175,2304.095,2304.305,111129.998
03.05.2024 00:00:00.000 GMT+0100,2304.385,2304.862,2303.205,2303.835,233720
03.05.2024 00:15:00.000 GMT+0100,2303.845,2304.185,2303.425,2303.545,61210.0001
03.05.2024 00:30:00.000 GMT+0100,2303.555,2303.772,2302.732,2302.775,218929.9999
03.05.2024 00:45:00.000 GMT+0100,2302.815,2304.545,2302.725,2304.525,194250.00119999997
03.05.2024 01:00:00.000 GMT+0100,2304.515,2305.145,2302.916,2303.155,305219.9994
03.05.2024 01:15:00.000 GMT+0100,2303.115,2303.542,2300.585,2301.635,231500.0006
03.05.2024 01:30:00.000 GMT+0100,2301.705,2302.545,2301.365,2302.415,167690.0002
03.05.2024 01:45:00.000 GMT+0100,2302.325,2304.595,2302.315,2304.285,137960.0002
03.05.2024 02:00:00.000 GMT+0100,2304.265,2306.625,2303.925,2305.005,218189.99559999997
03.05.2024 02:15:00.000 GMT+0100,2304.935,2305.345,2303.042,2303.895,427200.00310000003
03.05.2024 02:30:00.000 GMT+0100,2303.915,2306.285,2303.392,2304.725,420280.0031
03.05.2024 02:45:00.000 GMT+0100,2304.745,2305.085,2302.135,2302.915,555999.9998
03.05.2024 03:00:00.000 GMT+0100,2302.915,2303.325,2300.605,2301.422,310509.9983
03.05.2024 03:15:00.000 GMT+0100,2301.475,2301.945,2300.165,2300.465,433599.9997
03.05.2024 03:30:00.000 GMT+0100,2300.546,2302.225,2300.535,2301.195,104260
03.05.2024 03:45:00.000 GMT+0100,2301.195,2302.075,2300.465,2301.395,264759.99600000004
03.05.2024 04:00:00.000 GMT+0100,2301.355,2302.325,2300.982,2301.465,264699.9972
03.05.2024 04:15:00.000 GMT+0100,2301.455,2302.325,2300.865,2301.865,131319.9996
03.05.2024 04:30:00.000 GMT+0100,2301.815,2302.206,2300.886,2302.145,292659.99940000003
03.05.2024 04:45:00.000 GMT+0100,2302.085,2302.705,2301.565,2302.705,337290.00100000005
03.05.2024 05:00:00.000 GMT+0100,2302.705,2304.145,2302.705,2303.755,289330.00200000004
03.05.2024 05:15:00.000 GMT+0100,2303.745,2303.902,2302.465,2302.672,213730.00079999998
03.05.2024 05:30:00.000 GMT+0100,2302.645,2306.815,2302.625,2306.385,199590.0022
03.05.2024 05:45:00.000 GMT+0100,2306.385,2308.355,2305.905,2307.705,270120.00090000004
03.05.2024 06:00:00.000 GMT+0100,2307.725,2308.995,2307.335,2307.705,165629.99869999994
03.05.2024 06:15:00.000 GMT+0100,2307.705,2308.025,2306.615,2306.675,85619.99979999999
03.05.2024 06:30:00.000 GMT+0100,2306.685,2308.965,2306.685,2308.035,110640.00020000002
03.05.2024 06:45:00.000 GMT+0100,2308.005,2308.225,2306.005,2306.245,99090.00110000002
03.05.2024 07:00:00.000 GMT+0100,2306.265,2306.625,2303.805,2304.215,274530.00009999995
03.05.2024 07:15:00.000 GMT+0100,2304.215,2304.685,2301.385,2301.735,371730.00070000003
03.05.2024 07:30:00.000 GMT+0100,2301.655,2302.245,2300.775,2302.115,350829.9998
03.05.2024 07:45:00.000 GMT+0100,2302.072,2302.145,2298.575,2298.775,361960.00029999996
03.05.2024 08:00:00.000 GMT+0100,2298.755,2300.195,2298.045,2298.955,615580.0019
03.05.2024 08:15:00.000 GMT+0100,2298.905,2301.682,2298.335,2299.735,345959.9978
03.05.2024 08:30:00.000 GMT+0100,2299.715,2301.622,2299.525,2301.085,203320.0013
03.05.2024 08:45:00.000 GMT+0100,2301.055,2301.585,2299.065,2299.445,230790.00040000002
