Local time,Open,High,Low,Close,Volume
02.11.2024 15:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 16:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 16:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 16:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 16:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 17:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 17:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 17:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 17:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 18:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 18:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 18:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 18:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 19:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 19:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 19:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 19:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 20:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 20:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 20:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 20:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 21:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 21:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 21:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 21:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 22:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 22:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 22:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 22:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 23:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 23:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 23:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
02.11.2024 23:45:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 00:00:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 00:15:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
03.11.2024 00:30:00.000 GMT-0000,2735.895,2735.895,2735.895,2735.895,0
